Xw,Yw,Zw
1.7500016372650862,154.2050777003169,-67.09103533718255
1.7500016372650862,154.45507769472897,-67.52404802162437
1.7500016372650862,154.70507768914104,-67.95706070606619
1.7500016372650862,154.9550776835531,-68.390073390508
1.7500016372650862,155.20507767796516,-68.82308607494983
1.7500016372650862,155.45507767237723,-69.25609875939165
1.7500016372650862,155.7050776667893,-69.68911144383347
1.7500016372650862,155.95507766120136,-70.12212412827527
1.7500016372650862,156.20507765561342,-70.5551368127171
1.7500016372650862,156.4550776500255,-70.98814949715893
1.7500016372650862,156.70507764443755,-71.42116218160074
1.7500016372650862,156.95507763884962,-71.85417486604256
1.7500016372650862,157.20507763326168,-72.28718755048438
1.7500016372650862,157.45507762767375,-72.7202002349262
1.7500016372650862,157.7050776220858,-73.15321291936802
1.7500016372650862,157.95507761649787,-73.58622560380982
1.7500016372650862,158.20507761090994,-74.01923828825166
1.7500016372650862,158.455077605322,-74.45225097269348
1.7500016372650862,158.70507759973407,-74.8852636571353
1.7500016372650862,158.95507759414613,-75.3182763415771
1.7500016372650862,159.2050775885582,-75.75128902601892
1.7500016372650862,159.45507758297026,-76.18430171046076
1.7500016372650862,159.70507757738233,-76.61731439490256
1.7500016372650862,159.9550775717944,-77.05032707934438
1.7500016372650862,160.20507756620646,-77.4833397637862
1.7500016372650862,160.45507756061852,-77.91635244822803
1.5000016428530216,160.70507755503058,-78.34936513266985
1.5000016428530216,160.95507754944265,-78.78237781711167
1.5000016428530216,161.2050775438547,-79.21539050155349
1.5000016428530216,161.45507753826678,-79.6484031859953
1.5000016428530216,161.70507753267884,-80.08141587043713
1.5000016428530216,161.9550775270909,-80.51442855487893
1.5000016428530216,162.20507752150297,-80.94744123932077
1.5000016428530216,162.45507751591504,-81.38045392376259
1.5000016428530216,162.7050775103271,-81.8134666082044
1.5000016428530216,162.95507750473917,-82.24647929264621
1.5000016428530216,163.20507749915123,-82.67949197708803
1.5000016428530216,163.4550774935633,-83.11250466152987
1.250001648440957,163.70507748797536,-83.54551734597167
1.250001648440957,163.95507748238742,-83.9785300304135
1.250001648440957,164.2050774767995,-84.41154271485532
1.250001648440957,164.45507747121155,-84.84455539929714
1.250001648440957,164.70507746562362,-85.27756808373896
1.250001648440957,164.95507746003568,-85.71058076818076
1.250001648440957,165.20507745444775,-86.1435934526226
1.250001648440957,165.4550774488598,-86.57660613706442
1.250001648440957,165.70507744327188,-87.00961882150622
1.0000016540288925,165.95507743768394,-87.44263150594804
1.0000016540288925,166.205077432096,-87.87564419038986
1.0000016540288925,166.45507742650807,-88.3086568748317
1.0000016540288925,166.70507742092013,-88.7416695592735
